Listing Title,Listing SEO Title,Listing Email,Listing URL,Listing Address,Listing Address2,Listing Country,Listing Country Abbrevation,Listing Region,Listing Region Abbrevation,Listing State,Listing State Abbrevation,Listing City,Listing City Abbrevation,Listing Neighborhood,Listing Neighborhood Abbrevation,Listing Postal Code,Listing Latitude,Listing Longitude,Listing Phone,Listing Short Description,Listing Long Description,Listing SEO Description,Listing Keywords,Listing Renewal Data,Listing Status,Listing Level,Listing Category 1,Listing Category 2,Listing Category 3,Listing Category 4,Listing Category 5,Listing Template,Listing DB id,Custom ID,Account Username,Account Password,Account Contact First Name,Account Contact Last Name,Account Contact Company,Account Contact Address,Account Contact Address2,Account Contact Country,Account Contact State,Account Contact City,Account Contact Postal Code,Account Contact Phone,Account Contact Email,Account Contact URL
Cedar,Cedar Baton Rouge,cedar.cafe.hookah@gmail.com,https://www.facebook.com/cedarcafeandhookah/,1707 Gardere Ln,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70820,,,(225) 256-5343,American cuisine with a Greek twist. A friendly and welcoming CafÃ© for all.,"American cuisine with a Greek twist. A friendly and welcoming CafÃ© for all. Locally owned and operated in Baton Rouge, Louisiana.",,,12/31/2050,Active,Silver,Food->Juice Bars & Smoothies,Restaurants->Cafes,Nightlife->Bars->Hookah Bars,,,New Listing Template,,,,,,,,,,,,,,,,
The Brakes Bar,The Brakes Bar Baton Rouge,,https://www.spokeandhubbr.com,5412 Government St,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70806,,,(225) 529-3550,Bar located inside Spoke & Hub.,"Located within Spoke & Hub, The Brakes Bar offers a unique bar experience. Serving a variety of drinks.",,,12/31/2050,Active,Silver,Nightlife->Bars->Cocktail Bars,Arts & Entertainment->Music Venues,,,,New Listing Template,,,,,,,,,,,,,,,,
Walk-On's Sports Bistreaux - Juban Crossing Restaurant,Walk-On's Sports Bistreaux - Juban Crossing Restaurant Denham Springs,,https://walk-ons.com/,27010 Crossing Cir,,United States,US,,,Louisiana,LA,Denham Springs,,,,70726,,,(225) 243-7543,"Scratch-made dishes, wall-to-wall TVs, craft beers, and cocktails - For The Win.","Walk-On's Sports Bistreaux is a restaurant and sports bar. Scratch-made dishes, wall-to-wall TVs, craft beers, and cocktails - For The Win.",,,12/31/2050,Active,Silver,Restaurants->American,Nightlife->Bars->Sports Bars,Restaurants->Cajun/Creole,,,New Listing Template,,,,,,,,,,,,,,,,
Country Bar & Grill,Country Bar & Grill Denham Springs,CanktonCountryBar@yahoo.com,https://www.facebook.com/p/Cankton-Country-Bar-Hwy-93-100063535601907/,51662 Highway 16,,United States,US,,,Louisiana,LA,Denham Springs,,,,70706,,,(225) 667-7746,Pool & Billiard Hall,"VIDEO POKER / SPIRITS / BILLIARDS
APA LEAGUE & SLAPP HOST LOCATION
OPEN 8 BALL POOL TOURNAMENTS
WED",,,12/31/2050,Active,Silver,Nightlife->Bars->Sports Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Monjunis Italian Cafe,Monjunis Italian Cafe Baton Rouge,monjunisjimmy@gmail.com,https://monjunis.com/,711 Jefferson Hwy,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70806,,,(225) 231-1595,Monjunis has a long great history. Itâs original store is located in a building constructed in the early 1920s. Back then it was called The Jay Hawk Cafe and served up âhonkey tonkâ good times.,"Monjunis has a long great history. Itâs original store is located in a building constructed in the early 1920s. Back then it was called The Jay Hawk Cafe and served up âhonkey tonkâ good times. Bring the Italian flavours to your Home. Share it in a Family ambience, relax and enjoy.",,,12/31/2050,Active,Silver,Restaurants->Italian,Restaurants->Seafood,Nightlife->Bars->Cocktail Bars,,,New Listing Template,,,,,,,,,,,,,,,,
Situla Ultra Lounge,Situla Ultra Lounge Baton Rouge,banks0616@yahoo.com,https://www.facebook.com/p/Situla-Ultra-Lounge-61552912379730/,2436 North St,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70802,,,(225) 571-3290,"Bar and restaurant with R&B and Blues music, drinks, and daiquiris.",Situla Ultra Lounge is a spot for R&B and Blues music lovers! Sip on our delicious Drinks. They offer daiquiris and host events.,,,12/31/2050,Active,Silver,Nightlife->Bars,Arts & Entertainment->Music Venues,,,,New Listing Template,,,,,,,,,,,,,,,,
Corner Bar,Corner Bar Gonzales,,https://www.go-louisiana.com/Corner-Bar-Gonzales/,12260 Roddy Rd,,United States,US,,,Louisiana,LA,Gonzales,,,,70737,,,(225) 647-0234,"Corner Bar in Gonzales, Louisiana.","Corner Bar is located at 12260 Roddy Rd in Gonzales, Louisiana. They can be contacted via phone at 225-647-0234.",,,12/31/2050,Active,Silver,Nightlife,,,,,New Listing Template,,,,,,,,,,,,,,,,
J's Joint,J's Joint Plaquemine,,,58710 Belleview Rd,,United States,US,,,Louisiana,LA,Plaquemine,,,,70764,,,(225) 238-7696,,,,,12/31/2050,Active,Silver,Nightlife->Bars->Sports Bars,Restaurants->Burgers,Restaurants->Steakhouses,,,New Listing Template,,,,,,,,,,,,,,,,
Spanky's Daiquiries & Delites,Spanky's Daiquiries & Delites Baton Rouge,,http://www.spankysbr.com/,4621 S Sherwood Forest Blvd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70816,,,(225) 295-3314,Spanky's Daiquiris Sherwood is located in Baton Rouge. It is part of the Spanky's Daiquiris chain.,"Spanky's Daiquiris Sherwood is located at 4621 S Sherwood Forest Blvd, Baton Rouge, LA 70816. It is part of the Spanky's Daiquiris chain. Other locations are in Prairieville and Burbank. Must be 21 or older to enter.",,,12/31/2050,Active,Silver,Nightlife->Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Joe Joe's Lounge,Joe Joe's Lounge Port Allen,,,3065 Rosedale Rd,,United States,US,,,Louisiana,LA,Port Allen,,,,70767,,,(225) 383-0674,,,,,12/31/2050,Active,Silver,Nightlife,,,,,New Listing Template,,,,,,,,,,,,,,,,
Mike Anderson's - Prairieville,Mike Anderson's - Prairieville Prairieville,prairieville@mikeandersons.com,https://mikeandersons.com/locations-prairieville/,16400 Airline Hwy,,United States,US,,,Louisiana,LA,Prairieville,,,,70769,,,(225) 677-6453,"The Prairieville location of Mike Anderson's Seafood restaurant offers a perfect location for food and fun with friends and family. Established in 1975, Mike Anderson's journey of greatness continues with you. All American, All Louisiana, All YOU!","Mike Andersonâs Seafood was established in 1975. Mike was a newcomer, a rookie, to the restaurant business â But as both a legendary college football great and a retired athlete, he knew that success came with hard work and determination. Formerly an All-American Linebacker at LSU, Mike was literally not afraid to tackle anything, including the restaurant business. Today, over forty years later, the journey of greatness continues with you.

All American, All Louisiana, All YOU!",,,12/31/2050,Active,Silver,Restaurants->Southern,Restaurants->Seafood,Nightlife->Bars->Cocktail Bars,,,New Listing Template,,,,,,,,,,,,,,,,
Da Truf Eel Entertainment,Da Truf Eel Entertainment Baton Rouge,,https://da-truf-eel-entertainment-inc.square.site/,11154 Susan Ave,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70815,,,(225) 888-9842,Art comes alive at our signature events or classes. See what's coming up soon.,Join the club and get all the inside info into the business side of the music industry!,,,12/31/2050,Active,Silver,Arts & Entertainment->Music Venues,Local Services->Recording & Rehearsal Studios,,,,New Listing Template,,,,,,,,,,,,,,,,
Club Castle,Club Castle Baton Rouge,,https://www.instagram.com/clubcastlelounge/,6763 Van Gogh Ave,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70806,,,(225) 337-8105,Upscale Lounge â¢ Hookah â¢ Drinks â¢ Food,"Upscale Lounge â¢ Hookah â¢ Drinks â¢ Food
ð 7425 Westheimer Rd
Houston, TX 77063
âï¸ For reservations, call or text
(832) 767-0503
ð¾Bottle service available
ð21+ to enter",,,12/31/2050,Active,Silver,Nightlife->Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Taqueria Solis,Taqueria Solis Baton Rouge,,https://www.facebook.com/p/Taqueria-Solis-100089574324684/,11904 Coursey Blvd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70816,,,,"Digital creator. Lives in Baton Rouge, Louisiana",Estamos en pulga de gonzales y 11484 florida blvd,,,12/31/2050,Active,Silver,Restaurants->Mexican,Nightlife->Bars->Sports Bars,,,,New Listing Template,,,,,,,,,,,,,,,,
Henry Turner Jr's Listening Room,Henry Turner Jr's Listening Room Baton Rouge,,https://www.henryslisteningroom.com,2733 North St,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70802,,,(225) 802-9681,The domain isn't connected to a website yet. Instructions are provided on how to connect it to a Wix website.,"The page displays an error message indicating that the domain is not connected to a website yet. It provides instructions on how to connect the domain to a Wix website, including navigating to Wix.com, accessing the Subscriptions > Domains section, and following the steps to connect the domain. It also provides a link to the Wix Support Team for additional help.",,,12/31/2050,Active,Silver,Arts & Entertainment->Music Venues,Event Planning & Services->Venues & Event Spaces,,,,New Listing Template,,,,,,,,,,,,,,,,
Hooters,Hooters Baton Rouge,,https://www.hooters.com/locations/31503-college-drive,5120 Corporate Blvd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70806,,,(225) 928-7221,,,,,12/31/2050,Active,Silver,Restaurants->American,Nightlife->Bars->Sports Bars,Restaurants->Chicken Wings,,,New Listing Template,,,,,,,,,,,,,,,,
Tiger Paw,Tiger Paw Baton Rouge,Admin@225LiveMusic.com,https://www.facebook.com/thetigerpaw/,13711 Coursey Blvd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70817,,,(225) 771-8887,"Tiger Paw is a restaurant and bar in Baton Rouge, LA, offering American cuisine and a sports ambiance.","Tiger Paw is a restaurant and bar located at 13711 Coursey Blvd in Baton Rouge, Louisiana. It offers a variety of American cuisine, including burgers, sandwiches, and seafood. The restaurant is known for its good food, service, and sports ambiance. It also has a Facebook page where you can find more information.",,,12/31/2050,Active,Silver,Restaurants->American,Nightlife->Bars->Sports Bars,,,,New Listing Template,,,,,,,,,,,,,,,,
Epic Audio Productions,Epic Audio Productions Denham Springs,,epicaudiopro.com,,,United States,US,,,Louisiana,LA,Denham Springs,,,,70726,,,(225) 620-7996,"Karaoke and DJ service based in Denham Springs, LA.","Epic Audio Productions is a Karaoke and DJ service based in Denham Springs, LA. It is open 24 hours most days of the week and offers DJ services. The business has 16 photos available to view on Yelp and is unclaimed.",,,12/31/2050,Active,Silver,Nightlife->Karaoke,Event Planning & Services->DJs,,,,New Listing Template,,,,,,,,,,,,,,,,
Culture Sports Bar and Live Entertainment,Culture Sports Bar and Live Entertainment Baton Rouge,culturesportsbar@gmail.com,http://www.culturesportsbar.com/contact.html,4612 Bennington Ave,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70808,,,(225) 256-4317,Bar & Grill,"Culture Sports Bar is a bar and grill that provides live entertainment and a social atmosphere. The atmosphere is very intimate, where you can only be 21 or older to enter. On some nights, they have live bands perform.",,,12/31/2050,Active,Silver,Nightlife->Bars->Sports Bars,Arts & Entertainment->Music Venues,,,,New Listing Template,,,,,,,,,,,,,,,,
Alligator Bayou Bar,Alligator Bayou Bar Prairieville,bayou@intersurf.com,https://music-industry-contacts.supremepr.us/free-spotify-playlists/alligator-bayou-bar/,35019 Alligator Bayou Rd,,United States,US,,,Louisiana,LA,Prairieville,,,,70769,,,(225) 673-4787,,Alligator Bayou Bar. Category. Bars & Nightclubs. Email. bayou@intersurf.com. Phone. 2256778297. City. Prairieville. Country. US. Street Address. 35019,,,12/31/2050,Active,Silver,Nightlife,,,,,New Listing Template,,,,,,,,,,,,,,,,
Ooh Dat Sports Bar & Grill,Ooh Dat Sports Bar & Grill Baton Rouge,,https://www.facebook.com/OohDats/,4886 Plank Rd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70805,,,(225) 357-0908,Ooh Dat Sports Bar & Grill in Baton Rouge offers a variety of food and drinks. It is open until 11pm and also offers delivery and takeout options.,"Ooh Dat Sports Bar & Grill, located at 4886 Plank Rd in Baton Rouge, LA, is a popular spot known for its food. It is open till 11pm and offers call-in orders at 225-910-8484. The bar is also available on DoorDash and Uber Eats for delivery and takeout.",,,12/31/2050,Active,Silver,Nightlife->Bars->Sports Bars,Restaurants->Seafood,Restaurants->Chicken Wings,,,New Listing Template,,,,,,,,,,,,,,,,
Zydeco Bar and Restaurant,Zydeco Bar and Restaurant Baton Rouge,,https://www.hyperflyer.com/biz/zydeco-bar-and-restaurant-baton-rouge-2/,4914 Constitution Ave,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70808,,,(225) 228-7172,Zydeco Bar and Restaurant. Restaurant Information.,"Zydeco Bar and Restaurant is located at 4914 Constitution Ave, Baton Rouge, LA 70808.",,,12/31/2050,Active,Silver,Nightlife->Bars,Restaurants->American,,,,New Listing Template,,,,,,,,,,,,,,,,
Urban Daiquiris,Urban Daiquiris Denham Springs,URBANDAIQUIRIS@GMAIL.COM,https://urbandaiquiris.com/,27750 Juban Rd,,United States,US,,,Louisiana,LA,Denham Springs,,,,70726,,,(225) 480-2222,Urban Daiquiris is a Daiquiris Shop and Bar.,"Urban Daiquiris is opening soon in Prairieville, Louisiana. They are actively hiring and looking for individuals with bar experience. The grand opening is scheduled for August 4th & 5th.  They also have a location in Denham Springs, Louisiana.",,,12/31/2050,Active,Silver,Nightlife->Bars->Cocktail Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
La Chilanga Taco House,La Chilanga Taco House Baton Rouge,lachilangatacohouse@gmail.com,Www.lachilangas.com,220 W Lee Dr,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70808,,,(225) 256-5573,"Somos el lugar perfecto para sumergirse en deliciosos platillos mexicanos, diversiÃ³n y mÃ¡s!","Somos el lugar perfecto para sumergirse en deliciosos platillos mexicanos, diversiÃ³n y mÃ¡s!",,,12/31/2050,Active,Silver,Restaurants->Mexican->Tacos,Nightlife->Bars->Beer Bar,,,,New Listing Template,,,,,,,,,,,,,,,,
Pisces Lounge,Pisces Lounge Baton Rouge,,http://clubplanet.com/venues/95898/baton-rouge/pisces-,1645 N Acadian Thruway W,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70802,,,(225) 343-9000,Bar,"Pisces Lounge in Baton Rouge rated 4.1 out of 5 on Restaurant Guru: 27 reviews by visitors, 4 photos. Explore menu, check opening hours.",,,12/31/2050,Active,Silver,Nightlife,,,,,New Listing Template,,,,,,,,,,,,,,,,
Sips Daiquiris,Sips Daiquiris Baton Rouge,,https://order.toasttab.com/online/sips-daiquiris-4225-nicholson-dr,4225 Nicholson Dr,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70808,,,(225) 218-4678,Sips Daiquiris is currently not accepting online orders. Please contact the restaurant to place an order.,"The page provides information about Sips Daiquiris, including its location, hours, and online ordering status.  The restaurant is located at 4225 Nicholson Dr, Baton Rouge, LA 70808 and can be contacted at (225) 218-4678. Online ordering is currently unavailable. The page also includes information about privacy preferences and cookie settings, with links to Cookie Policy, Privacy Statement, and a vendor list.",,,12/31/2050,Active,Silver,Food->Beverage Store,Nightlife->Bars->Cocktail Bars,,,,New Listing Template,,,,,,,,,,,,,,,,
Mustard Seed Creamery,Mustard Seed Creamery Denham Springs,,https://www.facebook.com/mustardseedcreamery/,111 N Range Ave,,United States,US,,,Louisiana,LA,Denham Springs,,,,70726,,,(225) 325-9939,"Mustard Seed Creamery is a Louisiana-owned business offering ice cream, curated wines, and Southern tapas.","The Mustard Seed Creamery is a socially conscious ice cream shop opening in downtown Denham Springs at 111 N. Range Ave. It supports locally sourced businesses and offers ice cream, southern tapas, and curated wines. It is located in the downtown antique district.",,,12/31/2050,Active,Silver,Food->Ice Cream & Frozen Yogurt,Restaurants->Tapas/Small Plates,Nightlife->Bars->Wine Bars,,,New Listing Template,,,,,,,,,,,,,,,,
New Orleans Original Daiquiris,New Orleans Original Daiquiris Baton Rouge,,https://nolaoriginal.com/,3404 Drusilla Ln,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70809,,,(225) 447-8165,New Orleans Original Daiquiris offers a variety of daiquiris. Contact information is available on the website.,"New Orleans Original Daiquiris is a business that serves a variety of daiquiris. The website provides contact information, including a contact form, as well as links to social media profiles.",,,12/31/2050,Active,Silver,Nightlife->Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Seafood Corner,Seafood Corner Gonzales,,,39436-39460 Hwy 621,,United States,US,,,Louisiana,LA,Gonzales,,,,70737,,,(225) 644-6706,,,,,12/31/2050,Active,Silver,Nightlife->Bars->Dive Bars,Restaurants->Seafood,,,,New Listing Template,,,,,,,,,,,,,,,,
Mango's Daiquiris,Mango's Daiquiris Baton Rouge,,https://www.yelp.com/biz/mangos-daiquiris-baton-rouge,10330 Airline Hwy B3,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70816,,,(225) 302-5139,"Mango's Daiquiris is a bar located in Baton Rouge, Louisiana.","Mango's Daiquiris is a bar in Baton Rouge, LA. It has a 4.6-star rating from 5 reviews. It is known for its karaoke and daiquiris. The address is 10330 Airline Hwy B3, Baton Rouge, LA 70816.",,,12/31/2050,Active,Silver,Nightlife->Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Rio Cantina Mexican Grill,Rio Cantina Mexican Grill Prairieville,,https://www.riocantinamexicangrill.com/,17385 Airline Hwy,,United States,US,,,Louisiana,LA,Prairieville,,,,70769,,,(225) 402-2016,"Discover a unique take on Mexican cuisine with a Tex-Mex heart, offering authentic and fresh dishes, classic favorites, and more.","Rio Cantina welcomes you to discover a unique take on Mexican cuisine with a Tex-Mex heartâ¦ A fascinating blend of both authentic, and fresh dishes, experiencing the bold flavor's, and inspiring aromas that honors our Mexican heritage. Featuring classic favorite's like chimichangas, enchiladas, quesadillas; as well as some more adventurous traditional meals such as the Charro Soup, Carne Asada, Ceviche , or our mouth-watering tacos. RioCantina offers our guests the ideal dine-in lunch/dinner gathering, and also, the most delectable catering for a fiesta or a large group meeting. In addition to our flavorsome food, we also present a wide array of tequila and mezcal in our vibrant bar, where our bartenders serve up beer, Micheladas, and of course, our amazing margaritas. At RioCantina , we invite you to discover, and enjoy all the traditions and flavor's Mexico has to offer.",,,12/31/2050,Active,Silver,Restaurants->Mexican,Restaurants->Seafood,Nightlife->Bars->Cocktail Bars,,,New Listing Template,,,,,,,,,,,,,,,,
Tío Javi's Fresh-Mex Bar & Grill,Tío Javi's Fresh-Mex Bar & Grill Baton Rouge,,,4738 Constitution Ave,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70808,,,(225) 924-0377,,,,,12/31/2050,Active,Silver,Restaurants->Mexican,Nightlife->Bars,,,,New Listing Template,,,,,,,,,,,,,,,,
Proverbial Wine Bistro,Proverbial Wine Bistro Baton Rouge,,https://proverbialwinebistro.com/,9659 Antioch Rd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70817,,,(225) 935-8207,A restaurant and wine bar offering a unique experience with locally sourced ingredients.,"Proverbial Wine Bistro cultivates the feel of your favorite vineyard and restaurant combined. It thrills the senses with inspired from scratch dishes made in our kitchen. A warm and inviting atmosphere, and wines that appeal to every palate. We offer an immersive experience perfect for sharing with friends and family or an intimate meal with your special someone.",,,12/31/2050,Active,Silver,Restaurants->New American,Nightlife->Bars->Wine Bars,Restaurants->Mediterranean,,,New Listing Template,,,,,,,,,,,,,,,,
Pete’s Tavern,Pete’s Tavern Baton Rouge,,,16705 Florida Blvd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70819,,,(225) 275-3424,,,,,12/31/2050,Active,Silver,Nightlife->Bars,Nightlife->Pool Halls,,,,New Listing Template,,,,,,,,,,,,,,,,
Fleming’s Prime Steakhouse & Wine Bar,Fleming’s Prime Steakhouse & Wine Bar Baton Rouge,,,7321 Corporate Blvd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70809,,,(225) 925-2710,,,,,12/31/2050,Active,Silver,Restaurants->Steakhouses,Nightlife->Bars->Wine Bars,Restaurants->Seafood,,,New Listing Template,,,,,,,,,,,,,,,,
The Revelry of Baton Rouge,The Revelry of Baton Rouge Baton Rouge,,https://www.therevbar.com/,3347 Highland Rd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70802,,,(225) 465-3188,"A bar with locations in Ruston and Baton Rouge, Louisiana. They offer a lively atmosphere and host events.","The Revelry, Home of Loud Music and Boisterous Fun Since 2013.",,,12/31/2050,Active,Silver,Nightlife->Bars,Nightlife->Karaoke,,,,New Listing Template,,,,,,,,,,,,,,,,
Daiquiri Depot,Daiquiri Depot Plaquemine,,,22917 Highway 1,,United States,US,,,Louisiana,LA,Plaquemine,,,,70764,,,(225) 687-0058,,,,,12/31/2050,Active,Silver,Nightlife,,,,,New Listing Template,,,,,,,,,,,,,,,,
Fratelli's Italian Grille,Fratelli's Italian Grille Prairieville,,https://www.fratellisitaliangrille.net/,17588 Airline Hwy,,United States,US,,,Louisiana,LA,Prairieville,,,,70769,,,(225) 313-4704,"Italian restaurant located in Prairieville, LA.","Fratelli's Italian Grille is an Italian restaurant located at 17588 Airline Hwy, Prairieville, LA. The restaurant provides a variety of Italian dishes.",,,12/31/2050,Active,Silver,Restaurants->Italian,Nightlife->Bars->Wine Bars,Restaurants->Seafood,,,New Listing Template,,,,,,,,,,,,,,,,
Old School BBQ,Old School BBQ Baton Rouge,,,10655 Coursey Blvd W,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70816,,,(225) 831-9336,,,,,12/31/2050,Active,Silver,Restaurants->Barbeque,Nightlife->Bars->Whiskey Bars,Nightlife->Bars->Cocktail Bars,,,New Listing Template,,,,,,,,,,,,,,,,
French Quarter Bar And Daiquiris,French Quarter Bar And Daiquiris Port Allen,,https://www.yelp.com/biz/french-quarter-bar-and-daiquiris-port-allen,310 S Alexander Ave,,United States,US,,,Louisiana,LA,Port Allen,,,,70767,,,(225) 726-7188,"French Quarter Bar And Daiquiris is a cocktail bar in Port Allen, LA, known for its daiquiris.",French Quarter Bar And Daiquiris has a 3.0-star rating on Yelp with 2 reviews. The bar offers a variety of daiquiris and has a pool league.,,,12/31/2050,Active,Silver,Nightlife->Bars->Cocktail Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Nicks Package Liquor & Lounge,Nicks Package Liquor & Lounge Plaquemine,,https://www.yelp.com/biz/nicks-package-liquor-and-lounge-plaquemine,24410 Eden St,,United States,US,,,Louisiana,LA,Plaquemine,,,,70764,,,(225) 687-6060,A local bar with pool tables and a jukebox.,Not very big or flashy. Tv's for watching games and such. Tables and chairs with floor space. They have 2 pool tables and a jukebox....,,,12/31/2050,Active,Silver,Nightlife,,,,,New Listing Template,,,,,,,,,,,,,,,,
Lemoine's Mid-City Daiquiri,Lemoine's Mid-City Daiquiri Baton Rouge,midcitydaiquiri@gmail.com,https://midcitydaiquiribr.com,5170 Government St,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70806,,,(225) 465-4353,"MidCity Daiquiri is a daiquiri shop in Baton Rouge, LA, offering a variety of flavors.","MidCity Daiquiri is a daiquiri shop located in Baton Rouge, LA. They offer a variety of flavors and also have live music.",,,12/31/2050,Active,Silver,Nightlife->Bars->Sports Bars,Nightlife->Bar Crawl,Nightlife->Pool Halls,,,New Listing Template,,,,,,,,,,,,,,,,
Red Dragon Listening Room,Red Dragon Listening Room Baton Rouge,cmaxwell@premier.net,https://www.facebook.com/RedDragonListeningRoom/,2401 Florida St,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70806,,,,The greatest 501 (c) 3 non-profit Baton Rouge music venue for true music lovers!,The greatest 501 (c) 3 non-profit Baton Rouge music venue for true music lovers!,,,12/31/2050,Active,Silver,Arts & Entertainment->Music Venues,,,,,New Listing Template,,,,,,,,,,,,,,,,
Maduro Leaf,Maduro Leaf Baton Rouge,Maduroleafllc@gmail.com,https://www.facebook.com/maduroleafllc/,6120 Airline Hwy,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70812,,,(225) 287-4119,"Maduro Leaf LLC is a sports bar in Baton Rouge, LA, offering cigars, hookahs, live music, and food and drinks.","Maduro Leaf LLC is a sports bar located in Baton Rouge, LA. It offers cigars, hookahs, a pool table, live music, food, and drinks. The Facebook page has 1.1K likes and 1.4K followers.",,,12/31/2050,Active,Silver,Nightlife->Bars->Sports Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Mix Masters DJs,Mix Masters DJs Baton Rouge,,https://www.mixmastersmd.com/,,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70810,,,(225) 278-0611,"Mix Masters Entertainment is a family-owned DJ business based in Baltimore, Maryland.",Mix Masters Entertainment has been a family owned and operated business in Baltimore since 1990.  They are a top entertainment company and a preferred vendor at several venues in Maryland.,,,12/31/2050,Active,Silver,Event Planning & Services->DJs,Nightlife->Karaoke,,,,New Listing Template,,,,,,,,,,,,,,,,
Brusly Lion's Den,Brusly Lion's Den Brusly,,https://www.yelp.com/biz/brusly-lions-den-brusly,202 E Saint Francis St,,United States,US,,,Louisiana,LA,Brusly,,,,70719,,,(225) 749-2931,Brusly Lion's Den,"Map Â· *202 E Saint Francis St*. *Brusly*, LA 70719. Directions Â· (225) 749-2931. Call Now Â· Food & Alcohol. Does *Brusly Lion's Den* serve alcohol? Yes, *Brusly* Lion's...",,,12/31/2050,Active,Silver,Nightlife,,,,,New Listing Template,,,,,,,,,,,,,,,,
Spanky's Daiquiris - Burbank,Spanky's Daiquiris - Burbank Baton Rouge,,http://www.spankysbr.com/,411 Ben Hur Rd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70820,,,(225) 663-2800,"Spanky's Daiquiris has a location in Burbank, LA.","Spanky's Daiquiris has multiple locations, including one in Burbank. The Burbank location is located at 411 Ben Hur Road Ste C, Baton Rouge, LA 70820.",,,12/31/2050,Active,Silver,Nightlife->Bars->Sports Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
18 STEAK,18 STEAK Baton Rouge,,,777 L'auberge Ave,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70820,,,(225) 224-4142,,,,,12/31/2050,Active,Silver,Restaurants->Steakhouses,Restaurants->New American,Nightlife->Bars->Wine Bars,,,New Listing Template,,,,,,,,,,,,,,,,
Lakeside Bar & Daiquiri's,Lakeside Bar & Daiquiri's Baton Rouge,,https://www.facebook.com/lakesidebar/,7490 Burbank Dr,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70820,,,(225) 767-8705,"Lakeside Bar & Daiquiri's offers daiquiris, beer, and crawfish in Baton Rouge, with a casual atmosphere.","Lakeside Bar & Daiquiri's is a bar in Baton Rouge known for its daiquiris, beer, and crawfish. It offers a casual atmosphere with outdoor seating and is a good spot for groups. They have dollar burger night on Wednesdays.",,,12/31/2050,Active,Silver,Nightlife->Bars,Restaurants->American,Restaurants->Seafood,,,New Listing Template,,,,,,,,,,,,,,,,
Phil's Oyster Bar & Seafood,Phil's Oyster Bar & Seafood Baton Rouge,,https://www.philsoysterbar.com/,4335 Perkins Rd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70808,,,(225) 924-3045,,,,,12/31/2050,Active,Silver,Restaurants->Seafood,Restaurants->Italian,Nightlife->Bars,,,New Listing Template,,,,,,,,,,,,,,,,
Doug Olinde,Doug Olinde Baton Rouge,info@dougolindellc.com,https://dougolindellc.com/,1428 Seabord Ave,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70810,,,(225) 769-7216,"Doug Olinde, LLC offers event rentals, including tents, tables, and chairs.","Doug Olinde, LLC provides tables, chairs, and tents for events.",,,12/31/2050,Active,Silver,Event Planning & Services->Party Equipment Rentals,Event Planning & Services->Venues & Event Spaces,Arts & Entertainment->Music Venues,,,New Listing Template,,,,,,,,,,,,,,,,
